,unix_date,datetime,LTC
238,1574394600,2019-11-21 19:50:00,50.59856033
239,1574394900,2019-11-21 19:55:00,50.34290878
240,1574395200,2019-11-21 20:00:00,50.57199835
241,1574395500,2019-11-21 20:05:00,50.634019
242,1574395800,2019-11-21 20:10:00,50.634019
243,1574396100,2019-11-21 20:15:00,50.634019
244,1574396400,2019-11-21 20:20:00,50.634019
245,1574396700,2019-11-21 20:25:00,50.72213412
246,1574397000,2019-11-21 20:30:00,50.74762259
247,1574397300,2019-11-21 20:35:00,50.74762259
248,1574397600,2019-11-21 20:40:00,50.76
249,1574397900,2019-11-21 20:45:00,50.76
250,1574398200,2019-11-21 20:50:00,50.76
251,1574398500,2019-11-21 20:55:00,50.65
252,1574398800,2019-11-21 21:00:00,50.67097134
253,1574399100,2019-11-21 21:05:00,50.67097134
254,1574399400,2019-11-21 21:10:00,50.67097134
255,1574399700,2019-11-21 21:15:00,50.67097134
256,1574400000,2019-11-21 21:20:00,50.67097134
257,1574400300,2019-11-21 21:25:00,50.6
258,1574400600,2019-11-21 21:30:00,50.56
259,1574400900,2019-11-21 21:35:00,50.34193301
260,1574401200,2019-11-21 21:40:00,50.49
261,1574401500,2019-11-21 21:45:00,50.61541288
262,1574401800,2019-11-21 21:50:00,50.20584175
263,1574402100,2019-11-21 21:55:00,50.41
264,1574402400,2019-11-21 22:00:00,50.4
265,1574402700,2019-11-21 22:05:00,50.4
266,1574403000,2019-11-21 22:10:00,50.224853
267,1574403300,2019-11-21 22:15:00,50.224853
268,1574403600,2019-11-21 22:20:00,50.224853
269,1574403900,2019-11-21 22:25:00,50.15016027
270,1574404200,2019-11-21 22:30:00,49.6206656
271,1574404500,2019-11-21 22:35:00,49.9787384
272,1574404800,2019-11-21 22:40:00,50.14338738
273,1574405100,2019-11-21 22:45:00,49.91615854
274,1574405400,2019-11-21 22:50:00,49.41337925
275,1574405700,2019-11-21 22:55:00,49.21315832
276,1574406000,2019-11-21 23:00:00,49.07350001
277,1574406300,2019-11-21 23:05:00,49.83479461
278,1574406600,2019-11-21 23:10:00,49.85145375
279,1574406900,2019-11-21 23:15:00,49.54510888
280,1574407200,2019-11-21 23:20:00,49.54510888
281,1574407500,2019-11-21 23:25:00,50.3066084
282,1574407800,2019-11-21 23:30:00,49.81127316
283,1574408100,2019-11-21 23:35:00,49.95868951
284,1574408400,2019-11-21 23:40:00,49.95868951
285,1574408700,2019-11-21 23:45:00,49.95868951
286,1574409000,2019-11-21 23:50:00,50.25876077
287,1574409300,2019-11-21 23:55:00,50.18497644
288,1574409600,2019-11-22 00:00:00,50.89143079
289,1574409900,2019-11-22 00:05:00,50.76567346
290,1574410200,2019-11-22 00:10:00,50.696742
291,1574410500,2019-11-22 00:15:00,50.6523318
292,1574410800,2019-11-22 00:20:00,50.6
293,1574411100,2019-11-22 00:25:00,50.6
294,1574411400,2019-11-22 00:30:00,50.6
295,1574411700,2019-11-22 00:35:00,50.6
296,1574412000,2019-11-22 00:40:00,50.768546
297,1574412300,2019-11-22 00:45:00,50.804038
298,1574412600,2019-11-22 00:50:00,50.53704797
299,1574412900,2019-11-22 00:55:00,50.40174941
300,1574413200,2019-11-22 01:00:00,49.83350964
301,1574413500,2019-11-22 01:05:00,49.48624977
302,1574413800,2019-11-22 01:10:00,49.4060601
303,1574414100,2019-11-22 01:15:00,48.6420363
304,1574414400,2019-11-22 01:20:00,48.45999999
305,1574414700,2019-11-22 01:25:00,48.8673832
306,1574415000,2019-11-22 01:30:00,48.9542739
307,1574415300,2019-11-22 01:35:00,48.69986107
308,1574415600,2019-11-22 01:40:00,48.69986107
309,1574415900,2019-11-22 01:45:00,48.72574054
310,1574416200,2019-11-22 01:50:00,48.644615
311,1574416500,2019-11-22 01:55:00,48.64461547
312,1574416800,2019-11-22 02:00:00,46.52126245
313,1574417100,2019-11-22 02:05:00,47.29657478
314,1574417400,2019-11-22 02:10:00,47.04159164
315,1574417700,2019-11-22 02:15:00,46.94714
316,1574418000,2019-11-22 02:20:00,46.9451684
317,1574418300,2019-11-22 02:25:00,46.85
318,1574418600,2019-11-22 02:30:00,46.23268258
319,1574418900,2019-11-22 02:35:00,45.95502278
320,1574419200,2019-11-22 02:40:00,46.01580451
321,1574419500,2019-11-22 02:45:00,45.70027802
322,1574419800,2019-11-22 02:50:00,45.96325796
323,1574420100,2019-11-22 02:55:00,46.29963361
324,1574420400,2019-11-22 03:00:00,47.2635156
325,1574420700,2019-11-22 03:05:00,46.98116857
326,1574421000,2019-11-22 03:10:00,47.2635156
327,1574421300,2019-11-22 03:15:00,47.42087423
328,1574421600,2019-11-22 03:20:00,47.43
329,1574421900,2019-11-22 03:25:00,47.10896343
330,1574422200,2019-11-22 03:30:00,47.128286
331,1574422500,2019-11-22 03:35:00,47.128286
332,1574422800,2019-11-22 03:40:00,47.10891011
333,1574423100,2019-11-22 03:45:00,46.65904426
334,1574423400,2019-11-22 03:50:00,47.1089101
335,1574423700,2019-11-22 03:55:00,47.1418762
336,1574424000,2019-11-22 04:00:00,47.23636363
337,1574424300,2019-11-22 04:05:00,47.01575425
338,1574424600,2019-11-22 04:10:00,46.982912
339,1574424900,2019-11-22 04:15:00,46.982912
340,1574425200,2019-11-22 04:20:00,47.0284105
341,1574425500,2019-11-22 04:25:00,46.91330757
342,1574425800,2019-11-22 04:30:00,47.11269247
343,1574426100,2019-11-22 04:35:00,47.20631518
344,1574426400,2019-11-22 04:40:00,47.14680005
345,1574426700,2019-11-22 04:45:00,47.0691516
346,1574427000,2019-11-22 04:50:00,47.1033811
347,1574427300,2019-11-22 04:55:00,47.34896628
348,1574427600,2019-11-22 05:00:00,47.140655
349,1574427900,2019-11-22 05:05:00,47.24179746
350,1574428200,2019-11-22 05:10:00,46.78648257
351,1574428500,2019-11-22 05:15:00,46.50865167
352,1574428800,2019-11-22 05:20:00,46.91604724
353,1574429100,2019-11-22 05:25:00,46.84
354,1574429400,2019-11-22 05:30:00,46.54495811
355,1574429700,2019-11-22 05:35:00,45.80131396
356,1574430000,2019-11-22 05:40:00,46.14439776
357,1574430300,2019-11-22 05:45:00,45.88133154
358,1574430600,2019-11-22 05:50:00,45.69976737
359,1574430900,2019-11-22 05:55:00,45.79378064
360,1574431200,2019-11-22 06:00:00,44.785252
361,1574431500,2019-11-22 06:05:00,44.08298608
362,1574431800,2019-11-22 06:10:00,44.75
363,1574432100,2019-11-22 06:15:00,45.42519193
364,1574432400,2019-11-22 06:20:00,45.1985168
365,1574432700,2019-11-22 06:25:00,44.87054207
366,1574433000,2019-11-22 06:30:00,45.06
367,1574433300,2019-11-22 06:35:00,45.0278247
368,1574433600,2019-11-22 06:40:00,45.0278247
369,1574433900,2019-11-22 06:45:00,45.41800344
370,1574434200,2019-11-22 06:50:00,45.53364299
371,1574434500,2019-11-22 06:55:00,45.94946005
372,1574434800,2019-11-22 07:00:00,46.25937893
373,1574435100,2019-11-22 07:05:00,46.50719562
374,1574435400,2019-11-22 07:10:00,46.4746677
375,1574435700,2019-11-22 07:15:00,46.655536
376,1574436000,2019-11-22 07:20:00,46.29563472
377,1574436300,2019-11-22 07:25:00,46.33582591
378,1574436600,2019-11-22 07:30:00,46.70760464
379,1574436900,2019-11-22 07:35:00,46.8443681
380,1574437200,2019-11-22 07:40:00,46.9488412
381,1574437500,2019-11-22 07:45:00,46.7076047
382,1574437800,2019-11-22 07:50:00,46.7076047
383,1574438100,2019-11-22 07:55:00,46.81221019
384,1574438400,2019-11-22 08:00:00,47.11492127
385,1574438700,2019-11-22 08:05:00,46.91
386,1574439000,2019-11-22 08:10:00,46.69393668
387,1574439300,2019-11-22 08:15:00,46.71550136
388,1574439600,2019-11-22 08:20:00,46.87920797
389,1574439900,2019-11-22 08:25:00,46.74708903
390,1574440200,2019-11-22 08:30:00,46.73504459
391,1574440500,2019-11-22 08:35:00,46.57036857
392,1574440800,2019-11-22 08:40:00,46.6029993
393,1574441100,2019-11-22 08:45:00,46.54224412
394,1574441400,2019-11-22 08:50:00,46.70213416
395,1574441700,2019-11-22 08:55:00,46.70213416
396,1574442000,2019-11-22 09:00:00,46.53852471
397,1574442300,2019-11-22 09:05:00,46.73477078
398,1574442600,2019-11-22 09:10:00,46.58980282
399,1574442900,2019-11-22 09:15:00,46.7347915
400,1574443200,2019-11-22 09:20:00,46.7347915
401,1574443500,2019-11-22 09:25:00,46.9155297
402,1574443800,2019-11-22 09:30:00,46.74470871
403,1574444100,2019-11-22 09:35:00,46.74470871
404,1574444400,2019-11-22 09:40:00,46.74470871
405,1574444700,2019-11-22 09:45:00,46.74470871
406,1574445000,2019-11-22 09:50:00,46.5
407,1574445300,2019-11-22 09:55:00,46.74877231
408,1574445600,2019-11-22 10:00:00,46.74877231
409,1574445900,2019-11-22 10:05:00,46.74877231
410,1574446200,2019-11-22 10:10:00,46.62647755
411,1574446500,2019-11-22 10:15:00,46.62647755
412,1574446800,2019-11-22 10:20:00,46.78145853
413,1574447100,2019-11-22 10:25:00,46.83009945
414,1574447400,2019-11-22 10:30:00,46.90219504
415,1574447700,2019-11-22 10:35:00,46.90219504
416,1574448000,2019-11-22 10:40:00,46.90219504
417,1574448300,2019-11-22 10:45:00,47.08528007
418,1574448600,2019-11-22 10:50:00,47.28569993
419,1574448900,2019-11-22 10:55:00,47.50267422
420,1574449200,2019-11-22 11:00:00,47.62362031
421,1574449500,2019-11-22 11:05:00,47.5582537
422,1574449800,2019-11-22 11:10:00,47.84994274
423,1574450100,2019-11-22 11:15:00,48.16846466
424,1574450400,2019-11-22 11:20:00,47.73331369
425,1574450700,2019-11-22 11:25:00,47.46922803
426,1574451000,2019-11-22 11:30:00,47.56586829
427,1574451300,2019-11-22 11:35:00,47.56586829
428,1574451600,2019-11-22 11:40:00,48.15536531
429,1574451900,2019-11-22 11:45:00,48.06310185
430,1574452200,2019-11-22 11:50:00,48.38868233
431,1574452500,2019-11-22 11:55:00,48.09489158
432,1574452800,2019-11-22 12:00:00,48.36218999
433,1574453100,2019-11-22 12:05:00,48.35370012
434,1574453400,2019-11-22 12:10:00,48.35922731
435,1574453700,2019-11-22 12:15:00,48.35922731
436,1574454000,2019-11-22 12:20:00,48.50364995
437,1574454300,2019-11-22 12:25:00,48.50364995
438,1574454600,2019-11-22 12:30:00,48.376179
439,1574454900,2019-11-22 12:35:00,48.13386015
440,1574455200,2019-11-22 12:40:00,48.13386015
441,1574455500,2019-11-22 12:45:00,48.13386015
442,1574455800,2019-11-22 12:50:00,48.13386015
443,1574456100,2019-11-22 12:55:00,48.37023539
444,1574456400,2019-11-22 13:00:00,48.37023539
445,1574456700,2019-11-22 13:05:00,48.06871779
446,1574457000,2019-11-22 13:10:00,48.3390187
447,1574457300,2019-11-22 13:15:00,48.3390187
448,1574457600,2019-11-22 13:20:00,48.3390187
449,1574457900,2019-11-22 13:25:00,48.39783366
450,1574458200,2019-11-22 13:30:00,48.39783366
451,1574458500,2019-11-22 13:35:00,48.39783366
452,1574458800,2019-11-22 13:40:00,48.39783366
453,1574459100,2019-11-22 13:45:00,48.292
454,1574459400,2019-11-22 13:50:00,48.292
455,1574459700,2019-11-22 13:55:00,48.292
456,1574460000,2019-11-22 14:00:00,48.292
457,1574460300,2019-11-22 14:05:00,48.21011914
458,1574460600,2019-11-22 14:10:00,48.21011914
459,1574460900,2019-11-22 14:15:00,48.21011914
460,1574461200,2019-11-22 14:20:00,48.21011914
461,1574461500,2019-11-22 14:25:00,48.0
462,1574461800,2019-11-22 14:30:00,47.90480712
463,1574462100,2019-11-22 14:35:00,47.66286951
464,1574462400,2019-11-22 14:40:00,47.42093191
465,1574462700,2019-11-22 14:45:00,47.43299728
466,1574463000,2019-11-22 14:50:00,47.54650338
467,1574463300,2019-11-22 14:55:00,47.31769701
468,1574463600,2019-11-22 15:00:00,47.13099018
469,1574463900,2019-11-22 15:05:00,47.13098995
470,1574464200,2019-11-22 15:10:00,47.05
471,1574464500,2019-11-22 15:15:00,47.0798328
472,1574464800,2019-11-22 15:20:00,47.08561809
473,1574465100,2019-11-22 15:25:00,47.33588244
474,1574465400,2019-11-22 15:30:00,47.43435404
475,1574465700,2019-11-22 15:35:00,47.43435404
476,1574466000,2019-11-22 15:40:00,47.43435404
477,1574466300,2019-11-22 15:45:00,47.43435404
478,1574466600,2019-11-22 15:50:00,47.43435404
479,1574466900,2019-11-22 15:55:00,47.378279
480,1574467200,2019-11-22 16:00:00,47.378279
481,1574467500,2019-11-22 16:05:00,47.378279
482,1574467800,2019-11-22 16:10:00,47.11135169
483,1574468100,2019-11-22 16:15:00,47.11135169
484,1574468400,2019-11-22 16:20:00,46.8
485,1574468700,2019-11-22 16:25:00,46.895582
486,1574469000,2019-11-22 16:30:00,46.63318446
487,1574469300,2019-11-22 16:35:00,46.63318446
488,1574469600,2019-11-22 16:40:00,46.62766496
489,1574469900,2019-11-22 16:45:00,46.62766496
490,1574470200,2019-11-22 16:50:00,46.62766496
491,1574470500,2019-11-22 16:55:00,46.62766496
492,1574470800,2019-11-22 17:00:00,46.62766496
493,1574471100,2019-11-22 17:05:00,46.62766496
494,1574471400,2019-11-22 17:10:00,46.62766496
495,1574471700,2019-11-22 17:15:00,46.62766496
496,1574472000,2019-11-22 17:20:00,46.62766496
497,1574472300,2019-11-22 17:25:00,46.62766496
498,1574472600,2019-11-22 17:30:00,46.62766496
499,1574472900,2019-11-22 17:35:00,46.62766496
500,1574473200,2019-11-22 17:40:00,46.62766496
501,1574473500,2019-11-22 17:45:00,46.62766496
502,1574473800,2019-11-22 17:50:00,46.62766496
503,1574474100,2019-11-22 17:55:00,46.62766496
504,1574474400,2019-11-22 18:00:00,46.62766496
505,1574474700,2019-11-22 18:05:00,46.62766496
506,1574475000,2019-11-22 18:10:00,46.952393
507,1574475300,2019-11-22 18:15:00,47.10165911
508,1574475600,2019-11-22 18:20:00,47.10165911
509,1574475900,2019-11-22 18:25:00,47.10165911
510,1574476200,2019-11-22 18:30:00,47.10165911
511,1574476500,2019-11-22 18:35:00,47.10165911
512,1574476800,2019-11-22 18:40:00,47.10165911
513,1574477100,2019-11-22 18:45:00,47.10165911
514,1574477400,2019-11-22 18:50:00,47.10165911
515,1574477700,2019-11-22 18:55:00,47.10165911
516,1574478000,2019-11-22 19:00:00,47.26171397
517,1574478300,2019-11-22 19:05:00,47.26171397
518,1574478600,2019-11-22 19:10:00,47.26171397
519,1574478900,2019-11-22 19:15:00,47.26171397
520,1574479200,2019-11-22 19:20:00,47.05915893
521,1574479500,2019-11-22 19:25:00,47.1
522,1574479800,2019-11-22 19:30:00,47.1
523,1574480100,2019-11-22 19:35:00,47.1
524,1574480400,2019-11-22 19:40:00,47.1
525,1574480700,2019-11-22 19:45:00,47.1
526,1574481000,2019-11-22 19:50:00,47.1
527,1574481300,2019-11-22 19:55:00,47.57206306
528,1574481600,2019-11-22 20:00:00,47.57206306
529,1574481900,2019-11-22 20:05:00,47.57206306
530,1574482200,2019-11-22 20:10:00,47.30252445
531,1574482500,2019-11-22 20:15:00,47.30252445
532,1574482800,2019-11-22 20:20:00,47.30252445
533,1574483100,2019-11-22 20:25:00,47.2694114
534,1574483400,2019-11-22 20:30:00,47.2694114
535,1574483700,2019-11-22 20:35:00,47.2694114
536,1574484000,2019-11-22 20:40:00,47.2694114
537,1574484300,2019-11-22 20:45:00,47.12251993
538,1574484600,2019-11-22 20:50:00,47.21152567
539,1574484900,2019-11-22 20:55:00,47.21152567
540,1574485200,2019-11-22 21:00:00,47.21152567
541,1574485500,2019-11-22 21:05:00,46.92757981
542,1574485800,2019-11-22 21:10:00,46.92757981
543,1574486100,2019-11-22 21:15:00,47.09004893
544,1574486400,2019-11-22 21:20:00,46.85131827
