,date,price
0,1582185600,9598.35299584
1,1582185900,9599.40087318
2,1582186200,9595.665
3,1582186500,9582.76000002
4,1582186800,9581.66000003
5,1582187100,9581.83113219
6,1582187400,9580.76799892
7,1582187700,9584.85500001
8,1582188000,9568.15000002
9,1582188300,9571.45000005
10,1582188600,9540.93428795
11,1582188900,9582.59206745
12,1582189200,9583.26000002
13,1582189500,9565.39999995
14,1582189800,9581.11000001
15,1582190100,9562.84853547
16,1582190400,9579.97668418
17,1582190700,9569.99999996
18,1582191000,9573.32001
19,1582191300,9580.63125896
20,1582191600,9595.85208755
21,1582191900,9601.23000004
22,1582192200,9592.26000036
23,1582192500,9604.995
24,1582192800,9594.53356289
25,1582193100,9581.1115221
26,1582193400,9605.18499983
27,1582193700,9622.77973711
28,1582194000,9636.87499997
29,1582194300,9623.27507687
30,1582194600,9623.00499999
31,1582194900,9624.675
32,1582195200,9621.10984868
33,1582195500,9602.20733844
34,1582195800,9610.18000009
35,1582196100,9604.53091524
36,1582196400,9620.61356029
37,1582196700,9607.23963966
38,1582197000,9604.01000003
39,1582197300,9615.0370183
40,1582197600,9595.15000001
41,1582197900,9592.13709454
42,1582198200,9584.24000002
43,1582198500,9585.39999868
44,1582198800,9600.01000001
45,1582199100,9573.10245436
46,1582199400,9560.09338927
47,1582199700,9567.9999998
48,1582200000,9587.14783247
49,1582200300,9587.1365898
50,1582200600,9581.21850588
51,1582200900,9593.86401941
52,1582201200,9581.7779369
53,1582201500,9565.39
54,1582201800,9562.05499997
55,1582202100,9565.90997997
56,1582202400,9585.74180909
57,1582202700,9569.43016872
58,1582203000,9546.59843537
59,1582203300,9556.24719353
60,1582203600,9531.89207829
61,1582203900,9539.43557175
62,1582204200,9558.19914754
63,1582204500,9562.78000001
64,1582204800,9527.63407058
65,1582205100,9544.4107113
66,1582205400,9551.16669586
67,1582205700,9560.54413926
68,1582206000,9560.39123158
69,1582206300,9563.32562279
70,1582206600,9583.08849268
71,1582206900,9590.09999923
72,1582207200,9593.02352438
73,1582207500,9580.0
74,1582207800,9566.52900191
75,1582208100,9590.51073521
76,1582208400,9607.94402564
77,1582208700,9592.35353293
78,1582209000,9615.76862535
79,1582209300,9602.98952487
80,1582209600,9607.90454767
81,1582209900,9615.68352691
82,1582210200,9593.57225518
83,1582210500,9596.71051837
84,1582210800,9575.4476811
85,1582211100,9579.19999995
86,1582211400,9568.7999998
87,1582211700,9571.73406512
88,1582212000,9582.65066362
89,1582212300,9588.68332318
90,1582212600,9593.63902884
91,1582212900,9604.16377511
92,1582213200,9584.85353887
93,1582213500,9574.32908998
94,1582213800,9579.0709271
95,1582214100,9573.61050123
96,1582214400,9591.65569498
97,1582214700,9557.60000024
98,1582215000,9566.36000598
99,1582215300,9545.59999961
100,1582215600,9549.89629847
101,1582215900,9550.21090378
102,1582216200,9543.50713047
103,1582216500,9462.79058363
104,1582216800,9587.8631023
105,1582217100,9662.2820349
106,1582217400,9639.89999999
107,1582217700,9635.40008047
108,1582218000,9623.38605486
109,1582218300,9621.28541356
110,1582218600,9579.99999994
111,1582218900,9580.010245
112,1582219200,9584.89479999
113,1582219500,9520.10000002
114,1582219800,9522.8580575
115,1582220100,9522.35105498
116,1582220400,9500.0
117,1582220700,9499.05642446
118,1582221000,9515.51922997
119,1582221300,9504.218353
120,1582221600,9470.12495448
121,1582221900,9489.30121255
122,1582222200,9510.99999999
123,1582222500,9512.95808928
124,1582222800,9513.10000007
125,1582223100,9504.4431967
126,1582223400,9546.53466983
127,1582223700,9559.9146684
128,1582224000,9551.6905067
129,1582224300,9549.77261096
130,1582224600,9529.82809025
131,1582224900,9530.77217216
132,1582225200,9526.0
133,1582225500,9525.20001004
134,1582225800,9550.63062739
135,1582226100,9545.36540093
136,1582226400,9530.96966638
137,1582226700,9551.12826347
138,1582227000,9554.79979249
139,1582227300,9558.68
140,1582227600,9550.54263583
141,1582227900,9536.8922378
142,1582228200,9551.04988553
143,1582228500,9553.64835869
144,1582228800,9559.18766507
145,1582229100,9563.21622003
146,1582229400,9570.95368819
147,1582229700,9569.22934254
148,1582230000,9543.52536361
149,1582230300,9548.56291645
150,1582230600,9566.30010996
151,1582230900,9555.43959749
152,1582231200,9567.28774419
153,1582231500,9572.89004329
154,1582231800,9588.14727611
155,1582232100,9579.10721701
156,1582232400,9577.88853603
157,1582232700,9577.39054073
158,1582233000,9570.39993955
159,1582233300,9578.27264518
160,1582233600,9581.32800689
161,1582233900,9579.55057981
162,1582234200,9610.0
163,1582234500,9597.44735881
164,1582234800,9604.60649935
165,1582235100,9595.07138418
166,1582235400,9618.00507887
167,1582235700,9610.89999966
168,1582236000,9628.05504369
169,1582236300,9630.14512103
170,1582236600,9641.52341315
171,1582236900,9656.6000004
172,1582237200,9631.15653891
173,1582237500,9631.6962133
174,1582237800,9595.91547447
175,1582238100,9597.48092376
176,1582238400,9607.66497743
177,1582238700,9621.65836478
178,1582239000,9618.40658041
179,1582239300,9619.32877523
180,1582239600,9607.00297756
181,1582239900,9594.78871793
182,1582240200,9599.69999982
183,1582240500,9622.26300463
184,1582240800,9605.00740229
185,1582241100,9616.35418013
186,1582241400,9601.3935895
187,1582241700,9596.37346137
188,1582242000,9593.81039089
189,1582242300,9608.70789063
190,1582242600,9610.04629226
191,1582242900,9597.93973146
192,1582243200,9584.82421004
193,1582243500,9572.17409706
194,1582243800,9590.71629782
195,1582244100,9596.00000001
196,1582244400,9581.59456759
197,1582244700,9588.18495513
198,1582245000,9578.575
199,1582245300,9574.29000044
200,1582245600,9595.28487991
201,1582245900,9603.25998003
202,1582246200,9605.23499988
203,1582246500,9599.89999982
204,1582246800,9597.32279692
205,1582247100,9586.77558107
206,1582247400,9598.37998982
207,1582247700,9616.56522399
208,1582248000,9618.16034133
209,1582248300,9627.02999996
210,1582248600,9623.49888796
211,1582248900,9634.34421881
212,1582249200,9636.13623413
213,1582249500,9626.96
214,1582249800,9642.63862171
215,1582250100,9647.72294631
216,1582250400,9655.55817719
217,1582250700,9642.43499979
218,1582251000,9645.85550084
219,1582251300,9639.26398938
220,1582251600,9650.0
221,1582251900,9655.30723544
222,1582252200,9654.06499984
223,1582252500,9642.65003696
224,1582252800,9649.90499993
225,1582253100,9643.04446917
226,1582253400,9639.29774278
227,1582253700,9644.73885588
228,1582254000,9644.10936977
229,1582254300,9619.70028398
230,1582254600,9632.00000001
231,1582254900,9628.53707049
232,1582255200,9639.86281566
233,1582255500,9683.24702928
234,1582255800,9680.95430072
235,1582256100,9705.3229642
236,1582256400,9704.52673276
237,1582256700,9700.97499999
238,1582257000,9683.93014297
239,1582257300,9701.21693709
240,1582257600,9721.06426268
241,1582257900,9720.70816978
242,1582258200,9702.54
243,1582258500,9702.64813031
244,1582258800,9691.93999949
245,1582259100,9688.17565368
246,1582259400,9687.19997997
247,1582259700,9690.70000081
248,1582260000,9697.2360814
249,1582260300,9673.1267239
250,1582260600,9687.5669566
251,1582260900,9683.88737393
252,1582261200,9696.24493028
253,1582261500,9681.18696736
254,1582261800,9674.23253973
255,1582262100,9659.61676459
256,1582262400,9674.85000001
257,1582262700,9691.87684977
258,1582263000,9651.20000051
259,1582263300,9668.87339376
260,1582263600,9657.01485309
261,1582263900,9661.96210769
262,1582264200,9673.18
263,1582264500,9678.05487312
264,1582264800,9660.75189219
265,1582265100,9673.35312515
266,1582265400,9684.1055926
267,1582265700,9686.03646067
268,1582266000,9688.59000039
269,1582266300,9695.59043159
270,1582266600,9692.4473085
271,1582266900,9684.58108713
272,1582267200,9673.57844622
273,1582267500,9671.66499998
274,1582267800,9676.54999852
275,1582268100,9670.8850006
276,1582268400,9660.0310197
277,1582268700,9667.09569374
278,1582269000,9660.29212117
279,1582269300,9670.99996848
280,1582269600,9664.15610051
281,1582269900,9672.95960705
282,1582270200,9680.02758432
283,1582270500,9682.46409523
284,1582270800,9679.83922872
285,1582271100,9681.99999983
286,1582271400,9667.41622407
287,1582271700,9673.76412767
