,unix_date,datetime,DASH
81,1574347500,2019-11-21 06:45:00,62.0
82,1574347800,2019-11-21 06:50:00,62.0
83,1574348100,2019-11-21 06:55:00,62.0
84,1574348400,2019-11-21 07:00:00,60.0
85,1574348700,2019-11-21 07:05:00,59.47808065
86,1574349000,2019-11-21 07:10:00,59.47808065
87,1574349300,2019-11-21 07:15:00,59.47808065
88,1574349600,2019-11-21 07:20:00,59.47808065
89,1574349900,2019-11-21 07:25:00,59.47808065
90,1574350200,2019-11-21 07:30:00,59.47808065
91,1574350500,2019-11-21 07:35:00,59.47808065
92,1574350800,2019-11-21 07:40:00,59.47808065
93,1574351100,2019-11-21 07:45:00,59.47808065
94,1574351400,2019-11-21 07:50:00,59.47808065
95,1574351700,2019-11-21 07:55:00,59.47808065
96,1574352000,2019-11-21 08:00:00,61.11586554
97,1574352300,2019-11-21 08:05:00,60.71452002
98,1574352600,2019-11-21 08:10:00,60.72093001
99,1574352900,2019-11-21 08:15:00,60.72093001
100,1574353200,2019-11-21 08:20:00,60.72093001
101,1574353500,2019-11-21 08:25:00,60.72093001
102,1574353800,2019-11-21 08:30:00,60.61645442
103,1574354100,2019-11-21 08:35:00,60.61645442
104,1574354400,2019-11-21 08:40:00,60.61645442
105,1574354700,2019-11-21 08:45:00,60.61645442
106,1574355000,2019-11-21 08:50:00,60.61645442
107,1574355300,2019-11-21 08:55:00,60.61645442
108,1574355600,2019-11-21 09:00:00,60.61645442
109,1574355900,2019-11-21 09:05:00,60.61645442
110,1574356200,2019-11-21 09:10:00,60.6486983
111,1574356500,2019-11-21 09:15:00,60.6486983
112,1574356800,2019-11-21 09:20:00,60.6486983
113,1574357100,2019-11-21 09:25:00,60.6486983
114,1574357400,2019-11-21 09:30:00,60.6486983
115,1574357700,2019-11-21 09:35:00,60.6486983
116,1574358000,2019-11-21 09:40:00,60.59309099
117,1574358300,2019-11-21 09:45:00,60.59309099
118,1574358600,2019-11-21 09:50:00,60.59309099
119,1574358900,2019-11-21 09:55:00,60.59309099
120,1574359200,2019-11-21 10:00:00,60.59309099
121,1574359500,2019-11-21 10:05:00,60.59309099
122,1574359800,2019-11-21 10:10:00,60.59309099
123,1574360100,2019-11-21 10:15:00,60.59309099
124,1574360400,2019-11-21 10:20:00,60.59309099
125,1574360700,2019-11-21 10:25:00,60.59309099
126,1574361000,2019-11-21 10:30:00,60.72842924
127,1574361300,2019-11-21 10:35:00,60.72842924
128,1574361600,2019-11-21 10:40:00,60.72842924
129,1574361900,2019-11-21 10:45:00,60.72842924
130,1574362200,2019-11-21 10:50:00,60.72842924
131,1574362500,2019-11-21 10:55:00,60.72842924
132,1574362800,2019-11-21 11:00:00,60.72842924
133,1574363100,2019-11-21 11:05:00,60.72842924
134,1574363400,2019-11-21 11:10:00,60.72842924
135,1574363700,2019-11-21 11:15:00,60.72842924
136,1574364000,2019-11-21 11:20:00,60.72842924
137,1574364300,2019-11-21 11:25:00,60.72842924
138,1574364600,2019-11-21 11:30:00,60.72842924
139,1574364900,2019-11-21 11:35:00,60.72842924
140,1574365200,2019-11-21 11:40:00,60.72842924
141,1574365500,2019-11-21 11:45:00,60.72842924
142,1574365800,2019-11-21 11:50:00,60.72842924
143,1574366100,2019-11-21 11:55:00,60.72842924
144,1574366400,2019-11-21 12:00:00,60.72842924
145,1574366700,2019-11-21 12:05:00,60.76325434
146,1574367000,2019-11-21 12:10:00,60.76325434
147,1574367300,2019-11-21 12:15:00,60.76325434
148,1574367600,2019-11-21 12:20:00,60.47498002
149,1574367900,2019-11-21 12:25:00,60.47498002
150,1574368200,2019-11-21 12:30:00,60.42703281
151,1574368500,2019-11-21 12:35:00,60.135
152,1574368800,2019-11-21 12:40:00,60.3175054
153,1574369100,2019-11-21 12:45:00,60.11
154,1574369400,2019-11-21 12:50:00,60.11
155,1574369700,2019-11-21 12:55:00,60.11
156,1574370000,2019-11-21 13:00:00,60.11
157,1574370300,2019-11-21 13:05:00,60.11
158,1574370600,2019-11-21 13:10:00,60.11
159,1574370900,2019-11-21 13:15:00,60.11
160,1574371200,2019-11-21 13:20:00,60.11
161,1574371500,2019-11-21 13:25:00,60.11
162,1574371800,2019-11-21 13:30:00,60.11
163,1574372100,2019-11-21 13:35:00,60.11
164,1574372400,2019-11-21 13:40:00,60.11
165,1574372700,2019-11-21 13:45:00,60.11
166,1574373000,2019-11-21 13:50:00,60.11
167,1574373300,2019-11-21 13:55:00,60.30864584
168,1574373600,2019-11-21 14:00:00,60.30864584
169,1574373900,2019-11-21 14:05:00,60.30864584
170,1574374200,2019-11-21 14:10:00,60.30864584
171,1574374500,2019-11-21 14:15:00,60.30864584
172,1574374800,2019-11-21 14:20:00,60.30864584
173,1574375100,2019-11-21 14:25:00,60.30864584
174,1574375400,2019-11-21 14:30:00,60.37388974
175,1574375700,2019-11-21 14:35:00,60.37388974
176,1574376000,2019-11-21 14:40:00,60.37388974
177,1574376300,2019-11-21 14:45:00,60.37388974
178,1574376600,2019-11-21 14:50:00,60.37388974
179,1574376900,2019-11-21 14:55:00,60.37388974
180,1574377200,2019-11-21 15:00:00,60.37388974
181,1574377500,2019-11-21 15:05:00,60.37388974
182,1574377800,2019-11-21 15:10:00,60.37388974
183,1574378100,2019-11-21 15:15:00,60.37388974
184,1574378400,2019-11-21 15:20:00,60.37388974
185,1574378700,2019-11-21 15:25:00,60.37388974
186,1574379000,2019-11-21 15:30:00,60.37388974
187,1574379300,2019-11-21 15:35:00,60.37388974
188,1574379600,2019-11-21 15:40:00,60.37388974
189,1574379900,2019-11-21 15:45:00,60.37388974
190,1574380200,2019-11-21 15:50:00,60.37388974
191,1574380500,2019-11-21 15:55:00,60.37388974
192,1574380800,2019-11-21 16:00:00,60.37388974
193,1574381100,2019-11-21 16:05:00,60.17915182
194,1574381400,2019-11-21 16:10:00,60.17915182
195,1574381700,2019-11-21 16:15:00,60.17915182
196,1574382000,2019-11-21 16:20:00,60.17915182
197,1574382300,2019-11-21 16:25:00,60.43814041
198,1574382600,2019-11-21 16:30:00,60.43814041
199,1574382900,2019-11-21 16:35:00,60.43814041
200,1574383200,2019-11-21 16:40:00,60.7254
201,1574383500,2019-11-21 16:45:00,60.58190932
202,1574383800,2019-11-21 16:50:00,60.58190932
203,1574384100,2019-11-21 16:55:00,60.58190932
204,1574384400,2019-11-21 17:00:00,60.58190932
205,1574384700,2019-11-21 17:05:00,60.58190932
206,1574385000,2019-11-21 17:10:00,60.58190932
207,1574385300,2019-11-21 17:15:00,60.58190932
208,1574385600,2019-11-21 17:20:00,60.58190932
209,1574385900,2019-11-21 17:25:00,60.58190932
210,1574386200,2019-11-21 17:30:00,60.58190932
211,1574386500,2019-11-21 17:35:00,60.58190932
212,1574386800,2019-11-21 17:40:00,60.58190932
213,1574387100,2019-11-21 17:45:00,60.58190932
214,1574387400,2019-11-21 17:50:00,60.58190932
215,1574387700,2019-11-21 17:55:00,60.58190932
216,1574388000,2019-11-21 18:00:00,60.58190932
217,1574388300,2019-11-21 18:05:00,60.58190932
218,1574388600,2019-11-21 18:10:00,60.58190932
219,1574388900,2019-11-21 18:15:00,60.58190932
220,1574389200,2019-11-21 18:20:00,60.58190932
221,1574389500,2019-11-21 18:25:00,60.58190932
222,1574389800,2019-11-21 18:30:00,60.58190932
223,1574390100,2019-11-21 18:35:00,60.58190932
224,1574390400,2019-11-21 18:40:00,60.58190932
225,1574390700,2019-11-21 18:45:00,60.58190932
226,1574391000,2019-11-21 18:50:00,60.58190932
227,1574391300,2019-11-21 18:55:00,60.58190932
228,1574391600,2019-11-21 19:00:00,60.72570701
229,1574391900,2019-11-21 19:05:00,60.72570701
230,1574392200,2019-11-21 19:10:00,60.72570701
231,1574392500,2019-11-21 19:15:00,60.72570701
232,1574392800,2019-11-21 19:20:00,60.72570701
233,1574393100,2019-11-21 19:25:00,60.72570701
234,1574393400,2019-11-21 19:30:00,60.52940292
235,1574393700,2019-11-21 19:35:00,60.52940292
236,1574394000,2019-11-21 19:40:00,60.4607455
237,1574394300,2019-11-21 19:45:00,60.37000308
238,1574394600,2019-11-21 19:50:00,60.37000308
239,1574394900,2019-11-21 19:55:00,60.37000308
240,1574395200,2019-11-21 20:00:00,60.37000308
241,1574395500,2019-11-21 20:05:00,60.37000308
242,1574395800,2019-11-21 20:10:00,60.37000308
243,1574396100,2019-11-21 20:15:00,60.37000308
244,1574396400,2019-11-21 20:20:00,60.57463
245,1574396700,2019-11-21 20:25:00,60.57463
246,1574397000,2019-11-21 20:30:00,60.57463
247,1574397300,2019-11-21 20:35:00,60.57463
248,1574397600,2019-11-21 20:40:00,60.57463
249,1574397900,2019-11-21 20:45:00,60.57463
250,1574398200,2019-11-21 20:50:00,60.57463
251,1574398500,2019-11-21 20:55:00,60.57463
252,1574398800,2019-11-21 21:00:00,60.57463
253,1574399100,2019-11-21 21:05:00,60.57463
254,1574399400,2019-11-21 21:10:00,60.57463
255,1574399700,2019-11-21 21:15:00,60.57463
256,1574400000,2019-11-21 21:20:00,60.57463
257,1574400300,2019-11-21 21:25:00,60.57463
258,1574400600,2019-11-21 21:30:00,60.57463
259,1574400900,2019-11-21 21:35:00,60.0
260,1574401200,2019-11-21 21:40:00,60.0
261,1574401500,2019-11-21 21:45:00,60.0
262,1574401800,2019-11-21 21:50:00,59.92270328
263,1574402100,2019-11-21 21:55:00,59.97283995
264,1574402400,2019-11-21 22:00:00,59.97283995
265,1574402700,2019-11-21 22:05:00,59.97283995
266,1574403000,2019-11-21 22:10:00,59.97283995
267,1574403300,2019-11-21 22:15:00,59.97283995
268,1574403600,2019-11-21 22:20:00,59.97283995
269,1574403900,2019-11-21 22:25:00,59.97283995
270,1574404200,2019-11-21 22:30:00,59.478081
271,1574404500,2019-11-21 22:35:00,59.478081
272,1574404800,2019-11-21 22:40:00,59.478081
273,1574405100,2019-11-21 22:45:00,59.478081
274,1574405400,2019-11-21 22:50:00,59.02
275,1574405700,2019-11-21 22:55:00,59.02
276,1574406000,2019-11-21 23:00:00,59.02
277,1574406300,2019-11-21 23:05:00,59.02
278,1574406600,2019-11-21 23:10:00,59.02
279,1574406900,2019-11-21 23:15:00,59.37218429
280,1574407200,2019-11-21 23:20:00,59.37218429
281,1574407500,2019-11-21 23:25:00,59.37218429
282,1574407800,2019-11-21 23:30:00,59.53243296
283,1574408100,2019-11-21 23:35:00,59.59116
284,1574408400,2019-11-21 23:40:00,59.3291715
285,1574408700,2019-11-21 23:45:00,59.76587
286,1574409000,2019-11-21 23:50:00,59.76587
287,1574409300,2019-11-21 23:55:00,59.90520839
288,1574409600,2019-11-22 00:00:00,59.62349
289,1574409900,2019-11-22 00:05:00,60.81635376
290,1574410200,2019-11-22 00:10:00,59.50424303
291,1574410500,2019-11-22 00:15:00,59.51201643
292,1574410800,2019-11-22 00:20:00,59.51201643
293,1574411100,2019-11-22 00:25:00,59.51201643
294,1574411400,2019-11-22 00:30:00,59.51201643
295,1574411700,2019-11-22 00:35:00,59.51201643
296,1574412000,2019-11-22 00:40:00,59.51201643
297,1574412300,2019-11-22 00:45:00,59.51201643
298,1574412600,2019-11-22 00:50:00,59.51201643
299,1574412900,2019-11-22 00:55:00,59.38523454
300,1574413200,2019-11-22 01:00:00,59.21051316
301,1574413500,2019-11-22 01:05:00,59.21051316
302,1574413800,2019-11-22 01:10:00,58.89469773
303,1574414100,2019-11-22 01:15:00,58.30179568
304,1574414400,2019-11-22 01:20:00,58.51473916
305,1574414700,2019-11-22 01:25:00,58.51473916
306,1574415000,2019-11-22 01:30:00,58.51473916
307,1574415300,2019-11-22 01:35:00,58.61672
308,1574415600,2019-11-22 01:40:00,58.77009
309,1574415900,2019-11-22 01:45:00,58.77009
310,1574416200,2019-11-22 01:50:00,58.77009
311,1574416500,2019-11-22 01:55:00,58.77009
312,1574416800,2019-11-22 02:00:00,57.0
313,1574417100,2019-11-22 02:05:00,56.2
314,1574417400,2019-11-22 02:10:00,56.2
315,1574417700,2019-11-22 02:15:00,56.2
316,1574418000,2019-11-22 02:20:00,57.06654127
317,1574418300,2019-11-22 02:25:00,56.91024607
318,1574418600,2019-11-22 02:30:00,56.91024607
319,1574418900,2019-11-22 02:35:00,55.6875429
320,1574419200,2019-11-22 02:40:00,56.11045999
321,1574419500,2019-11-22 02:45:00,56.10045999
322,1574419800,2019-11-22 02:50:00,56.10045999
323,1574420100,2019-11-22 02:55:00,56.10045999
324,1574420400,2019-11-22 03:00:00,56.10045999
325,1574420700,2019-11-22 03:05:00,56.33387002
326,1574421000,2019-11-22 03:10:00,56.33387002
327,1574421300,2019-11-22 03:15:00,56.33387002
328,1574421600,2019-11-22 03:20:00,56.33387002
329,1574421900,2019-11-22 03:25:00,56.33387002
330,1574422200,2019-11-22 03:30:00,56.33387002
331,1574422500,2019-11-22 03:35:00,56.815309
332,1574422800,2019-11-22 03:40:00,56.815309
333,1574423100,2019-11-22 03:45:00,56.55884435
334,1574423400,2019-11-22 03:50:00,56.55884435
335,1574423700,2019-11-22 03:55:00,56.55884435
336,1574424000,2019-11-22 04:00:00,56.55884435
337,1574424300,2019-11-22 04:05:00,56.55884435
338,1574424600,2019-11-22 04:10:00,56.55884435
339,1574424900,2019-11-22 04:15:00,56.18767998
340,1574425200,2019-11-22 04:20:00,56.18767998
341,1574425500,2019-11-22 04:25:00,56.18767998
342,1574425800,2019-11-22 04:30:00,56.36882449
343,1574426100,2019-11-22 04:35:00,56.36882449
344,1574426400,2019-11-22 04:40:00,56.36882449
345,1574426700,2019-11-22 04:45:00,56.24133001
346,1574427000,2019-11-22 04:50:00,56.47863
347,1574427300,2019-11-22 04:55:00,56.47863
348,1574427600,2019-11-22 05:00:00,56.10999999
349,1574427900,2019-11-22 05:05:00,56.20063116
350,1574428200,2019-11-22 05:10:00,56.00291451
351,1574428500,2019-11-22 05:15:00,56.00291451
352,1574428800,2019-11-22 05:20:00,56.00291451
353,1574429100,2019-11-22 05:25:00,56.00291451
354,1574429400,2019-11-22 05:30:00,56.00291451
355,1574429700,2019-11-22 05:35:00,55.498
356,1574430000,2019-11-22 05:40:00,55.47094609
357,1574430300,2019-11-22 05:45:00,55.47094609
358,1574430600,2019-11-22 05:50:00,54.93609683
359,1574430900,2019-11-22 05:55:00,54.88161123
360,1574431200,2019-11-22 06:00:00,54.5285251
361,1574431500,2019-11-22 06:05:00,54.01977751
362,1574431800,2019-11-22 06:10:00,54.13775
363,1574432100,2019-11-22 06:15:00,53.86195513
364,1574432400,2019-11-22 06:20:00,53.86195513
365,1574432700,2019-11-22 06:25:00,53.86195513
366,1574433000,2019-11-22 06:30:00,53.934833
367,1574433300,2019-11-22 06:35:00,53.934833
368,1574433600,2019-11-22 06:40:00,53.934833
369,1574433900,2019-11-22 06:45:00,54.25829782
370,1574434200,2019-11-22 06:50:00,54.9909599
371,1574434500,2019-11-22 06:55:00,54.40585887
372,1574434800,2019-11-22 07:00:00,54.40585887
373,1574435100,2019-11-22 07:05:00,55.59761322
374,1574435400,2019-11-22 07:10:00,55.32598235
375,1574435700,2019-11-22 07:15:00,55.23026
376,1574436000,2019-11-22 07:20:00,55.06731849
377,1574436300,2019-11-22 07:25:00,55.06731849
378,1574436600,2019-11-22 07:30:00,55.38217
379,1574436900,2019-11-22 07:35:00,55.18790588
380,1574437200,2019-11-22 07:40:00,55.18790588
381,1574437500,2019-11-22 07:45:00,55.18790588
382,1574437800,2019-11-22 07:50:00,55.18790588
383,1574438100,2019-11-22 07:55:00,55.75114
384,1574438400,2019-11-22 08:00:00,55.75114
385,1574438700,2019-11-22 08:05:00,56.11046
386,1574439000,2019-11-22 08:10:00,55.39873248
387,1574439300,2019-11-22 08:15:00,55.39873248
388,1574439600,2019-11-22 08:20:00,55.73924
389,1574439900,2019-11-22 08:25:00,55.73924
390,1574440200,2019-11-22 08:30:00,55.28793502
391,1574440500,2019-11-22 08:35:00,55.10753015
392,1574440800,2019-11-22 08:40:00,55.07753007
393,1574441100,2019-11-22 08:45:00,55.45561465
394,1574441400,2019-11-22 08:50:00,55.45561465
395,1574441700,2019-11-22 08:55:00,55.45561465
396,1574442000,2019-11-22 09:00:00,55.45561465
397,1574442300,2019-11-22 09:05:00,55.27119
398,1574442600,2019-11-22 09:10:00,55.27119
399,1574442900,2019-11-22 09:15:00,55.27119
400,1574443200,2019-11-22 09:20:00,55.27119
401,1574443500,2019-11-22 09:25:00,55.27119
402,1574443800,2019-11-22 09:30:00,55.27119
403,1574444100,2019-11-22 09:35:00,55.27119
404,1574444400,2019-11-22 09:40:00,55.06731849
405,1574444700,2019-11-22 09:45:00,55.06731849
406,1574445000,2019-11-22 09:50:00,55.06731849
407,1574445300,2019-11-22 09:55:00,55.06731849
408,1574445600,2019-11-22 10:00:00,55.06731849
409,1574445900,2019-11-22 10:05:00,55.06731849
410,1574446200,2019-11-22 10:10:00,55.06731849
411,1574446500,2019-11-22 10:15:00,55.06731849
412,1574446800,2019-11-22 10:20:00,55.06731849
413,1574447100,2019-11-22 10:25:00,55.61983044
414,1574447400,2019-11-22 10:30:00,55.61983044
415,1574447700,2019-11-22 10:35:00,55.61983044
416,1574448000,2019-11-22 10:40:00,55.61983044
417,1574448300,2019-11-22 10:45:00,55.61983044
418,1574448600,2019-11-22 10:50:00,55.61983044
419,1574448900,2019-11-22 10:55:00,56.03970704
420,1574449200,2019-11-22 11:00:00,56.65652997
421,1574449500,2019-11-22 11:05:00,55.92533451
422,1574449800,2019-11-22 11:10:00,55.88494001
423,1574450100,2019-11-22 11:15:00,56.2829497
424,1574450400,2019-11-22 11:20:00,55.74968917
425,1574450700,2019-11-22 11:25:00,55.75397906
426,1574451000,2019-11-22 11:30:00,55.8572
427,1574451300,2019-11-22 11:35:00,55.7
428,1574451600,2019-11-22 11:40:00,55.7
429,1574451900,2019-11-22 11:45:00,55.7
430,1574452200,2019-11-22 11:50:00,55.7
431,1574452500,2019-11-22 11:55:00,55.7
432,1574452800,2019-11-22 12:00:00,55.7
433,1574453100,2019-11-22 12:05:00,55.55211
434,1574453400,2019-11-22 12:10:00,55.55211
435,1574453700,2019-11-22 12:15:00,55.55211
436,1574454000,2019-11-22 12:20:00,55.55211
437,1574454300,2019-11-22 12:25:00,55.84217
438,1574454600,2019-11-22 12:30:00,55.4994
439,1574454900,2019-11-22 12:35:00,55.4994
440,1574455200,2019-11-22 12:40:00,55.71387
441,1574455500,2019-11-22 12:45:00,55.7682
442,1574455800,2019-11-22 12:50:00,55.7682
443,1574456100,2019-11-22 12:55:00,55.7682
444,1574456400,2019-11-22 13:00:00,55.7682
445,1574456700,2019-11-22 13:05:00,55.7682
446,1574457000,2019-11-22 13:10:00,55.7682
447,1574457300,2019-11-22 13:15:00,55.7682
448,1574457600,2019-11-22 13:20:00,55.7682
449,1574457900,2019-11-22 13:25:00,55.7682
450,1574458200,2019-11-22 13:30:00,56.0511
451,1574458500,2019-11-22 13:35:00,56.0511
452,1574458800,2019-11-22 13:40:00,56.0511
453,1574459100,2019-11-22 13:45:00,56.0511
454,1574459400,2019-11-22 13:50:00,56.0511
455,1574459700,2019-11-22 13:55:00,56.0511
456,1574460000,2019-11-22 14:00:00,56.0511
457,1574460300,2019-11-22 14:05:00,55.94234734
458,1574460600,2019-11-22 14:10:00,55.6
459,1574460900,2019-11-22 14:15:00,55.6
460,1574461200,2019-11-22 14:20:00,55.26265057
461,1574461500,2019-11-22 14:25:00,55.59324
462,1574461800,2019-11-22 14:30:00,55.52174994
463,1574462100,2019-11-22 14:35:00,55.52174994
464,1574462400,2019-11-22 14:40:00,54.82053404
465,1574462700,2019-11-22 14:45:00,54.82053404
466,1574463000,2019-11-22 14:50:00,55.15377
467,1574463300,2019-11-22 14:55:00,54.92256448
468,1574463600,2019-11-22 15:00:00,54.73500981
469,1574463900,2019-11-22 15:05:00,54.48709094
470,1574464200,2019-11-22 15:10:00,54.48709094
471,1574464500,2019-11-22 15:15:00,54.4102135
472,1574464800,2019-11-22 15:20:00,54.4102135
473,1574465100,2019-11-22 15:25:00,54.4102135
474,1574465400,2019-11-22 15:30:00,54.5
475,1574465700,2019-11-22 15:35:00,54.5
476,1574466000,2019-11-22 15:40:00,54.9226
477,1574466300,2019-11-22 15:45:00,55.25834
478,1574466600,2019-11-22 15:50:00,55.25834
479,1574466900,2019-11-22 15:55:00,55.0
480,1574467200,2019-11-22 16:00:00,55.0
481,1574467500,2019-11-22 16:05:00,55.0
482,1574467800,2019-11-22 16:10:00,55.6
483,1574468100,2019-11-22 16:15:00,55.5442739
484,1574468400,2019-11-22 16:20:00,54.91162075
485,1574468700,2019-11-22 16:25:00,54.91162075
486,1574469000,2019-11-22 16:30:00,54.91162075
487,1574469300,2019-11-22 16:35:00,54.91162075
488,1574469600,2019-11-22 16:40:00,54.91162075
489,1574469900,2019-11-22 16:45:00,54.51581442
490,1574470200,2019-11-22 16:50:00,54.51581442
491,1574470500,2019-11-22 16:55:00,54.51581442
492,1574470800,2019-11-22 17:00:00,54.51581442
493,1574471100,2019-11-22 17:05:00,54.51581442
494,1574471400,2019-11-22 17:10:00,54.51581442
495,1574471700,2019-11-22 17:15:00,54.51581442
496,1574472000,2019-11-22 17:20:00,55.33187883
497,1574472300,2019-11-22 17:25:00,54.93304012
498,1574472600,2019-11-22 17:30:00,54.93304012
499,1574472900,2019-11-22 17:35:00,54.93304012
500,1574473200,2019-11-22 17:40:00,54.93304012
501,1574473500,2019-11-22 17:45:00,54.93304012
502,1574473800,2019-11-22 17:50:00,54.93304012
503,1574474100,2019-11-22 17:55:00,54.93304012
504,1574474400,2019-11-22 18:00:00,54.93304012
505,1574474700,2019-11-22 18:05:00,54.93304012
506,1574475000,2019-11-22 18:10:00,54.93304012
507,1574475300,2019-11-22 18:15:00,54.93304012
508,1574475600,2019-11-22 18:20:00,55.29229177
509,1574475900,2019-11-22 18:25:00,55.29229177
510,1574476200,2019-11-22 18:30:00,55.29229177
511,1574476500,2019-11-22 18:35:00,55.29229177
512,1574476800,2019-11-22 18:40:00,55.29229177
513,1574477100,2019-11-22 18:45:00,55.29229177
514,1574477400,2019-11-22 18:50:00,55.29229177
515,1574477700,2019-11-22 18:55:00,55.29229177
516,1574478000,2019-11-22 19:00:00,55.29229177
517,1574478300,2019-11-22 19:05:00,55.29229177
518,1574478600,2019-11-22 19:10:00,55.29229177
519,1574478900,2019-11-22 19:15:00,55.29229177
520,1574479200,2019-11-22 19:20:00,55.29229177
521,1574479500,2019-11-22 19:25:00,55.29229177
522,1574479800,2019-11-22 19:30:00,55.29229177
523,1574480100,2019-11-22 19:35:00,55.29229177
524,1574480400,2019-11-22 19:40:00,55.29229177
525,1574480700,2019-11-22 19:45:00,55.29229177
526,1574481000,2019-11-22 19:50:00,55.29229177
527,1574481300,2019-11-22 19:55:00,55.29229177
528,1574481600,2019-11-22 20:00:00,55.29229177
529,1574481900,2019-11-22 20:05:00,55.29229177
530,1574482200,2019-11-22 20:10:00,55.29229177
531,1574482500,2019-11-22 20:15:00,55.29229177
532,1574482800,2019-11-22 20:20:00,55.29229177
533,1574483100,2019-11-22 20:25:00,55.29229177
534,1574483400,2019-11-22 20:30:00,55.29229177
535,1574483700,2019-11-22 20:35:00,55.29229177
536,1574484000,2019-11-22 20:40:00,55.29229177
537,1574484300,2019-11-22 20:45:00,55.29229177
538,1574484600,2019-11-22 20:50:00,55.29229177
539,1574484900,2019-11-22 20:55:00,55.29229177
540,1574485200,2019-11-22 21:00:00,55.29229177
541,1574485500,2019-11-22 21:05:00,55.29229177
542,1574485800,2019-11-22 21:10:00,54.8801064
543,1574486100,2019-11-22 21:15:00,54.8801064
544,1574486400,2019-11-22 21:20:00,54.8801064
545,1574486700,2019-11-22 21:25:00,54.8801064
