,date,price
0,1579593600,8635.83518924
1,1579593900,8624.22039842
2,1579594200,8621.69904446
3,1579594500,8617.75451197
4,1579594800,8622.3135886
5,1579595100,8630.20664725
6,1579595400,8622.67595163
7,1579595700,8628.75261823
8,1579596000,8654.40836498
9,1579596300,8639.93270473
10,1579596600,8653.63245199
11,1579596900,8657.74407059
12,1579597200,8659.30641832
13,1579597500,8646.97960957
14,1579597800,8653.86742455
15,1579598100,8665.20926201
16,1579598400,8657.7403824
17,1579598700,8649.22151842
18,1579599000,8655.11580409
19,1579599300,8649.22151843
20,1579599600,8638.84256415
21,1579599900,8636.91270655
22,1579600200,8635.12472313
23,1579600500,8631.55339584
24,1579600800,8637.60431102
25,1579601100,8638.0510618
26,1579601400,8643.24243285
27,1579601700,8641.71641733
28,1579602000,8627.10000002
29,1579602300,8630.18558719
30,1579602600,8630.65704768
31,1579602900,8668.20611688
32,1579603200,8667.15886544
33,1579603500,8664.19251153
34,1579603800,8667.61808588
35,1579604100,8661.75270788
36,1579604400,8668.01408858
37,1579604700,8668.47831941
38,1579605000,8664.6774673
39,1579605300,8670.8871935
40,1579605600,8673.99210739
41,1579605900,8669.6804145
42,1579606200,8663.7741256
43,1579606500,8657.01711374
44,1579606800,8657.48419494
45,1579607100,8641.24222824
46,1579607400,8655.52257404
47,1579607700,8656.7473803
48,1579608000,8636.82139336
49,1579608300,8639.94023333
50,1579608600,8657.28603562
51,1579608900,8655.56159742
52,1579609200,8653.97738013
53,1579609500,8655.24237762
54,1579609800,8651.24268061
55,1579610100,8644.04672613
56,1579610400,8644.86356897
57,1579610700,8655.51093152
58,1579611000,8664.1486515
59,1579611300,8661.15015948
60,1579611600,8657.01192059
61,1579611900,8654.02911013
62,1579612200,8652.38777049
63,1579612500,8646.44167245
64,1579612800,8651.63991255
65,1579613100,8651.19142503
66,1579613400,8658.59477085
67,1579613700,8661.44233429
68,1579614000,8659.58593502
69,1579614300,8662.274082
70,1579614600,8659.96646487
71,1579614900,8661.98628258
72,1579615200,8660.96757949
73,1579615500,8652.35568156
74,1579615800,8657.65969601
75,1579616100,8655.04892693
76,1579616400,8654.56902365
77,1579616700,8655.52009588
78,1579617000,8652.91180609
79,1579617300,8651.35580765
80,1579617600,8656.3026249
81,1579617900,8658.76570418
82,1579618200,8656.21539201
83,1579618500,8653.71987305
84,1579618800,8656.93882368
85,1579619100,8661.24404343
86,1579619400,8665.33879233
87,1579619700,8669.264567
88,1579620000,8661.22687336
89,1579620300,8661.56544999
90,1579620600,8662.23134373
91,1579620900,8661.97085839
92,1579621200,8666.44816056
93,1579621500,8672.96305615
94,1579621800,8668.32587582
95,1579622100,8647.799999
96,1579622400,8656.24999551
97,1579622700,8653.42516381
98,1579623000,8645.92405964
99,1579623300,8643.29494348
100,1579623600,8645.93376352
101,1579623900,8646.71515511
102,1579624200,8626.72306649
103,1579624500,8638.50110251
104,1579624800,8634.59487369
105,1579625100,8643.3426942
106,1579625400,8640.47851847
107,1579625700,8647.0379655
108,1579626000,8634.22802654
109,1579626300,8637.46811656
110,1579626600,8642.19296295
111,1579626900,8640.63635509
112,1579627200,8645.90394504
113,1579627500,8636.97551315
114,1579627800,8638.26796873
115,1579628100,8636.90783781
116,1579628400,8642.88657001
117,1579628700,8644.03316976
118,1579629000,8651.196627
119,1579629300,8650.7466271
120,1579629600,8648.12121288
121,1579629900,8644.23166244
122,1579630200,8635.00000001
123,1579630500,8635.62776274
124,1579630800,8633.63730844
125,1579631100,8631.78512158
126,1579631400,8628.80449523
127,1579631700,8626.1937162
128,1579632000,8633.59225542
129,1579632300,8635.07400557
130,1579632600,8625.28442977
131,1579632900,8637.6573172
132,1579633200,8644.52481481
133,1579633500,8643.28600204
134,1579633800,8636.74645232
135,1579634100,8637.34400312
136,1579634400,8637.65761154
137,1579634700,8631.46968766
138,1579635000,8627.58311481
139,1579635300,8624.71822821
140,1579635600,8560.47725844
141,1579635900,8527.91106826
142,1579636200,8541.89446915
143,1579636500,8533.65431836
144,1579636800,8643.1590049
145,1579637100,8662.19431951
146,1579637400,8708.60191158
147,1579637700,8694.88762175
148,1579638000,8709.61212113
149,1579638300,8700.39936112
150,1579638600,8683.71359807
151,1579638900,8686.20730459
152,1579639200,8704.67255196
153,1579639500,8690.00000005
154,1579639800,8702.34791535
155,1579640100,8718.64081081
156,1579640400,8751.40000008
157,1579640700,8776.87935011
158,1579641000,8764.89905701
159,1579641300,8740.99234516
160,1579641600,8739.70883382
161,1579641900,8757.04279926
162,1579642200,8747.48110827
163,1579642500,8729.51
164,1579642800,8741.7796356
165,1579643100,8743.42212544
166,1579643400,8745.73079511
167,1579643700,8733.17381409
168,1579644000,8729.84671769
169,1579644300,8737.29999999
170,1579644600,8711.73023713
171,1579644900,8712.88996533
172,1579645200,8695.37160656
173,1579645500,8717.96607989
174,1579645800,8730.46481513
175,1579646100,8717.84091896
176,1579646400,8736.64949998
177,1579646700,8727.80000056
178,1579647000,8727.68040622
179,1579647300,8723.90000003
180,1579647600,8747.62816932
181,1579647900,8753.08688087
182,1579648200,8742.53740859
183,1579648500,8753.09793159
184,1579648800,8741.60106435
185,1579649100,8743.48910405
186,1579649400,8736.22069
187,1579649700,8735.47568267
188,1579650000,8745.0896693
189,1579650300,8749.24962276
190,1579650600,8753.00560022
191,1579650900,8735.77037597
192,1579651200,8739.72098268
193,1579651500,8738.97748266
194,1579651800,8745.6423158
195,1579652100,8738.65489436
196,1579652400,8734.566759
197,1579652700,8744.59936092
198,1579653000,8741.83772954
199,1579653300,8736.72718983
200,1579653600,8728.51295163
201,1579653900,8728.90037577
202,1579654200,8736.00401037
203,1579654500,8739.21683436
204,1579654800,8737.87539315
205,1579655100,8737.21786085
206,1579655400,8738.00000025
207,1579655700,8735.97708651
208,1579656000,8722.56304483
209,1579656300,8710.97242986
210,1579656600,8724.65123696
211,1579656900,8726.88245273
212,1579657200,8725.87816706
213,1579657500,8726.32173965
214,1579657800,8725.35050198
215,1579658100,8726.07618875
216,1579658400,8727.43419589
217,1579658700,8725.28153101
218,1579659000,8726.79832848
219,1579659300,8731.4135565
220,1579659600,8721.54449853
221,1579659900,8721.06793
