,date,price
0,1574323200,54.02256194
1,1574323500,54.02256194
2,1574323800,54.02255997
3,1574324100,53.9422405
4,1574324400,53.68355518
5,1574324700,53.95195927
6,1574325000,53.85279592
7,1574325300,53.74
8,1574325600,53.552006
9,1574325900,52.20752192
10,1574326200,52.60907799
11,1574326500,52.66836291
12,1574326800,52.73
13,1574327100,52.80647189
14,1574327400,52.86039997
15,1574327700,52.63
16,1574328000,52.63
17,1574328300,52.74609309
18,1574328600,52.7830223
19,1574328900,52.7830223
20,1574329200,52.76
21,1574329500,52.68
22,1574329800,52.54251241
23,1574330100,52.67
24,1574330400,52.67
25,1574330700,52.37184386
26,1574331000,52.37184386
27,1574331300,52.43559611
28,1574331600,52.43559611
29,1574331900,52.39
30,1574332200,52.34
31,1574332500,52.44861084
32,1574332800,52.44861084
33,1574333100,52.44861084
34,1574333400,52.34861084
35,1574333700,52.27
36,1574334000,52.2334366
37,1574334300,52.23261236
38,1574334600,51.56231675
39,1574334900,52.09514968
40,1574335200,52.09514971
41,1574335500,52.09514971
42,1574335800,52.09514971
43,1574336100,52.15
44,1574336400,52.15
45,1574336700,52.2699634
46,1574337000,52.22
47,1574337300,52.1
48,1574337600,52.306589
49,1574337900,52.39991935
50,1574338200,52.33
51,1574338500,52.2606038
52,1574338800,52.26
53,1574339100,52.098638
54,1574339400,52.18
55,1574339700,52.18
56,1574340000,52.15346219
57,1574340300,52.25389758
58,1574340600,52.34042846
59,1574340900,52.55300319
60,1574341200,52.55300319
61,1574341500,52.55300319
62,1574341800,52.46725932
63,1574342100,52.46725932
64,1574342400,52.33
65,1574342700,52.42856387
66,1574343000,52.42856387
67,1574343300,52.42856387
68,1574343600,52.36293328
69,1574343900,52.36293328
70,1574344200,52.30895968
71,1574344500,52.30895968
72,1574344800,52.30895968
73,1574345100,52.37786895
74,1574345400,52.37786895
75,1574345700,52.2523153
76,1574346000,52.06003786
77,1574346300,52.09
78,1574346600,51.87539785
79,1574346900,51.87539785
80,1574347200,51.79598262
81,1574347500,51.99180464
82,1574347800,51.99180464
83,1574348100,51.30124976
84,1574348400,48.58087502
85,1574348700,49.90392477
86,1574349000,50.01
87,1574349300,49.91
88,1574349600,50.45238453
89,1574349900,50.71267366
90,1574350200,50.40942185
91,1574350500,50.22181218
92,1574350800,50.3844885
93,1574351100,50.30386387
