,unix_date,datetime,ETH
188,1574379600,2019-11-21 15:40:00,160.83548608
189,1574379900,2019-11-21 15:45:00,161.03459999
190,1574380200,2019-11-21 15:50:00,161.03459999
191,1574380500,2019-11-21 15:55:00,161.08379959
192,1574380800,2019-11-21 16:00:00,161.1307
193,1574381100,2019-11-21 16:05:00,161.25973087
194,1574381400,2019-11-21 16:10:00,161.17939991
195,1574381700,2019-11-21 16:15:00,161.17939991
196,1574382000,2019-11-21 16:20:00,161.00761265
197,1574382300,2019-11-21 16:25:00,161.33019979
198,1574382600,2019-11-21 16:30:00,161.62346425
199,1574382900,2019-11-21 16:35:00,161.93549999
200,1574383200,2019-11-21 16:40:00,161.9548
201,1574383500,2019-11-21 16:45:00,161.96919976
202,1574383800,2019-11-21 16:50:00,161.95300304
203,1574384100,2019-11-21 16:55:00,162.56229997
204,1574384400,2019-11-21 17:00:00,162.03877236
205,1574384700,2019-11-21 17:05:00,162.57740005
206,1574385000,2019-11-21 17:10:00,162.7050419
207,1574385300,2019-11-21 17:15:00,162.53367112
208,1574385600,2019-11-21 17:20:00,162.0
209,1574385900,2019-11-21 17:25:00,162.18784369
210,1574386200,2019-11-21 17:30:00,162.2314
211,1574386500,2019-11-21 17:35:00,162.06153779
212,1574386800,2019-11-21 17:40:00,161.7512
213,1574387100,2019-11-21 17:45:00,161.91718188
214,1574387400,2019-11-21 17:50:00,161.98090001
215,1574387700,2019-11-21 17:55:00,161.98090001
216,1574388000,2019-11-21 18:00:00,162.23840605
217,1574388300,2019-11-21 18:05:00,162.1225
218,1574388600,2019-11-21 18:10:00,162.20516336
219,1574388900,2019-11-21 18:15:00,162.29880004
220,1574389200,2019-11-21 18:20:00,162.45759125
221,1574389500,2019-11-21 18:25:00,162.17589792
222,1574389800,2019-11-21 18:30:00,162.01762799
223,1574390100,2019-11-21 18:35:00,162.01347511
224,1574390400,2019-11-21 18:40:00,161.8076
225,1574390700,2019-11-21 18:45:00,161.83999998
226,1574391000,2019-11-21 18:50:00,161.46964471
227,1574391300,2019-11-21 18:55:00,161.52
228,1574391600,2019-11-21 19:00:00,161.75
229,1574391900,2019-11-21 19:05:00,161.6
230,1574392200,2019-11-21 19:10:00,161.5372
231,1574392500,2019-11-21 19:15:00,161.38834076
232,1574392800,2019-11-21 19:20:00,160.99224657
233,1574393100,2019-11-21 19:25:00,160.85238648
234,1574393400,2019-11-21 19:30:00,160.5698
235,1574393700,2019-11-21 19:35:00,160.6155
236,1574394000,2019-11-21 19:40:00,160.88377983
237,1574394300,2019-11-21 19:45:00,160.7993
238,1574394600,2019-11-21 19:50:00,160.54989993
239,1574394900,2019-11-21 19:55:00,160.19896281
240,1574395200,2019-11-21 20:00:00,160.41659991
241,1574395500,2019-11-21 20:05:00,160.56850224
242,1574395800,2019-11-21 20:10:00,160.49911478
243,1574396100,2019-11-21 20:15:00,160.64045873
244,1574396400,2019-11-21 20:20:00,160.66058672
245,1574396700,2019-11-21 20:25:00,160.68981558
246,1574397000,2019-11-21 20:30:00,160.913
247,1574397300,2019-11-21 20:35:00,161.07450797
248,1574397600,2019-11-21 20:40:00,160.39659974
249,1574397900,2019-11-21 20:45:00,160.19870595
250,1574398200,2019-11-21 20:50:00,160.26056759
251,1574398500,2019-11-21 20:55:00,160.45434191
252,1574398800,2019-11-21 21:00:00,160.4668785
253,1574399100,2019-11-21 21:05:00,160.4304
254,1574399400,2019-11-21 21:10:00,160.50404943
255,1574399700,2019-11-21 21:15:00,160.24159999
256,1574400000,2019-11-21 21:20:00,160.19812358
257,1574400300,2019-11-21 21:25:00,160.15730001
258,1574400600,2019-11-21 21:30:00,159.97297888
259,1574400900,2019-11-21 21:35:00,159.54199997
260,1574401200,2019-11-21 21:40:00,159.7046
261,1574401500,2019-11-21 21:45:00,159.57548873
262,1574401800,2019-11-21 21:50:00,158.99999995
263,1574402100,2019-11-21 21:55:00,159.236
264,1574402400,2019-11-21 22:00:00,159.57644565
265,1574402700,2019-11-21 22:05:00,159.29517213
266,1574403000,2019-11-21 22:10:00,159.06482789
267,1574403300,2019-11-21 22:15:00,159.11710002
268,1574403600,2019-11-21 22:20:00,158.9043
269,1574403900,2019-11-21 22:25:00,158.59841053
270,1574404200,2019-11-21 22:30:00,157.62229999
271,1574404500,2019-11-21 22:35:00,158.27439999
272,1574404800,2019-11-21 22:40:00,157.75843718
273,1574405100,2019-11-21 22:45:00,156.55826559
274,1574405400,2019-11-21 22:50:00,155.23605234
275,1574405700,2019-11-21 22:55:00,155.02384974
276,1574406000,2019-11-21 23:00:00,154.0
277,1574406300,2019-11-21 23:05:00,155.6704
278,1574406600,2019-11-21 23:10:00,155.357
279,1574406900,2019-11-21 23:15:00,154.6539
280,1574407200,2019-11-21 23:20:00,154.52440001
281,1574407500,2019-11-21 23:25:00,155.997
282,1574407800,2019-11-21 23:30:00,155.53031391
283,1574408100,2019-11-21 23:35:00,156.5535
284,1574408400,2019-11-21 23:40:00,157.2755
285,1574408700,2019-11-21 23:45:00,156.91020002
286,1574409000,2019-11-21 23:50:00,158.20167085
287,1574409300,2019-11-21 23:55:00,157.79728391
288,1574409600,2019-11-22 00:00:00,159.46890964
289,1574409900,2019-11-22 00:05:00,159.33579997
290,1574410200,2019-11-22 00:10:00,158.665
291,1574410500,2019-11-22 00:15:00,158.3659
292,1574410800,2019-11-22 00:20:00,158.5318
293,1574411100,2019-11-22 00:25:00,158.44460001
294,1574411400,2019-11-22 00:30:00,158.79789445
295,1574411700,2019-11-22 00:35:00,158.78410005
296,1574412000,2019-11-22 00:40:00,158.83262711
297,1574412300,2019-11-22 00:45:00,159.62618401
298,1574412600,2019-11-22 00:50:00,158.41223296
299,1574412900,2019-11-22 00:55:00,157.67199999
300,1574413200,2019-11-22 01:00:00,155.69998443
301,1574413500,2019-11-22 01:05:00,154.85570002
302,1574413800,2019-11-22 01:10:00,154.6473
303,1574414100,2019-11-22 01:15:00,153.63470001
304,1574414400,2019-11-22 01:20:00,153.34983247
305,1574414700,2019-11-22 01:25:00,154.9581
306,1574415000,2019-11-22 01:30:00,155.03019999
307,1574415300,2019-11-22 01:35:00,154.993
308,1574415600,2019-11-22 01:40:00,155.2732
309,1574415900,2019-11-22 01:45:00,154.19465065
310,1574416200,2019-11-22 01:50:00,154.4665
311,1574416500,2019-11-22 01:55:00,155.1834
312,1574416800,2019-11-22 02:00:00,150.92
313,1574417100,2019-11-22 02:05:00,153.0
314,1574417400,2019-11-22 02:10:00,151.6803257
315,1574417700,2019-11-22 02:15:00,151.091488
316,1574418000,2019-11-22 02:20:00,150.91100035
317,1574418300,2019-11-22 02:25:00,151.37817232
318,1574418600,2019-11-22 02:30:00,149.0
319,1574418900,2019-11-22 02:35:00,147.13726892
320,1574419200,2019-11-22 02:40:00,146.579794
321,1574419500,2019-11-22 02:45:00,147.25629314
322,1574419800,2019-11-22 02:50:00,147.6593266
323,1574420100,2019-11-22 02:55:00,147.66222
324,1574420400,2019-11-22 03:00:00,149.43294896
325,1574420700,2019-11-22 03:05:00,148.61543748
326,1574421000,2019-11-22 03:10:00,149.29001302
327,1574421300,2019-11-22 03:15:00,149.6
328,1574421600,2019-11-22 03:20:00,150.25932908
329,1574421900,2019-11-22 03:25:00,149.24833506
330,1574422200,2019-11-22 03:30:00,149.19799901
331,1574422500,2019-11-22 03:35:00,149.71200022
332,1574422800,2019-11-22 03:40:00,149.06482028
333,1574423100,2019-11-22 03:45:00,148.29128104
334,1574423400,2019-11-22 03:50:00,148.90100029
335,1574423700,2019-11-22 03:55:00,148.85000001
336,1574424000,2019-11-22 04:00:00,149.48532074
337,1574424300,2019-11-22 04:05:00,148.73760315
338,1574424600,2019-11-22 04:10:00,148.8
339,1574424900,2019-11-22 04:15:00,148.31499981
340,1574425200,2019-11-22 04:20:00,148.9
341,1574425500,2019-11-22 04:25:00,149.285303
342,1574425800,2019-11-22 04:30:00,149.40879795
343,1574426100,2019-11-22 04:35:00,149.8107724
344,1574426400,2019-11-22 04:40:00,149.38204417
345,1574426700,2019-11-22 04:45:00,149.36204419
346,1574427000,2019-11-22 04:50:00,149.62084755
347,1574427300,2019-11-22 04:55:00,149.92937317
348,1574427600,2019-11-22 05:00:00,148.74760316
349,1574427900,2019-11-22 05:05:00,149.05140817
350,1574428200,2019-11-22 05:10:00,148.26331528
351,1574428500,2019-11-22 05:15:00,147.42592545
352,1574428800,2019-11-22 05:20:00,147.53246118
353,1574429100,2019-11-22 05:25:00,147.60569705
354,1574429400,2019-11-22 05:30:00,147.1211022
355,1574429700,2019-11-22 05:35:00,145.02441155
356,1574430000,2019-11-22 05:40:00,145.80076957
357,1574430300,2019-11-22 05:45:00,145.71070745
358,1574430600,2019-11-22 05:50:00,144.60000004
359,1574430900,2019-11-22 05:55:00,144.704122
360,1574431200,2019-11-22 06:00:00,142.0
361,1574431500,2019-11-22 06:05:00,139.75982001
362,1574431800,2019-11-22 06:10:00,141.421863
363,1574432100,2019-11-22 06:15:00,143.52000001
364,1574432400,2019-11-22 06:20:00,142.9752517
365,1574432700,2019-11-22 06:25:00,141.35
366,1574433000,2019-11-22 06:30:00,142.96427115
367,1574433300,2019-11-22 06:35:00,141.2044313
368,1574433600,2019-11-22 06:40:00,142.3510491
369,1574433900,2019-11-22 06:45:00,143.323091
370,1574434200,2019-11-22 06:50:00,143.600517
371,1574434500,2019-11-22 06:55:00,144.65706184
372,1574434800,2019-11-22 07:00:00,145.75943127
373,1574435100,2019-11-22 07:05:00,146.65000009
374,1574435400,2019-11-22 07:10:00,146.13122362
375,1574435700,2019-11-22 07:15:00,146.34964033
376,1574436000,2019-11-22 07:20:00,145.48999993
377,1574436300,2019-11-22 07:25:00,145.9726094
378,1574436600,2019-11-22 07:30:00,146.81999996
379,1574436900,2019-11-22 07:35:00,146.83000007
380,1574437200,2019-11-22 07:40:00,147.42865375
381,1574437500,2019-11-22 07:45:00,146.7464797
382,1574437800,2019-11-22 07:50:00,147.18000042
383,1574438100,2019-11-22 07:55:00,147.985549
384,1574438400,2019-11-22 08:00:00,149.4192703
385,1574438700,2019-11-22 08:05:00,149.23718057
386,1574439000,2019-11-22 08:10:00,148.765122
387,1574439300,2019-11-22 08:15:00,148.58926137
388,1574439600,2019-11-22 08:20:00,149.81541967
389,1574439900,2019-11-22 08:25:00,149.20736272
390,1574440200,2019-11-22 08:30:00,148.27657146
391,1574440500,2019-11-22 08:35:00,146.62813184
392,1574440800,2019-11-22 08:40:00,147.90090907
393,1574441100,2019-11-22 08:45:00,146.99804726
394,1574441400,2019-11-22 08:50:00,147.212
395,1574441700,2019-11-22 08:55:00,147.28000031
396,1574442000,2019-11-22 09:00:00,147.28000031
397,1574442300,2019-11-22 09:05:00,148.73760315
398,1574442600,2019-11-22 09:10:00,148.91568537
399,1574442900,2019-11-22 09:15:00,148.08168217
400,1574443200,2019-11-22 09:20:00,148.23664
401,1574443500,2019-11-22 09:25:00,148.19284797
402,1574443800,2019-11-22 09:30:00,147.78999968
403,1574444100,2019-11-22 09:35:00,148.08897667
404,1574444400,2019-11-22 09:40:00,147.70543058
405,1574444700,2019-11-22 09:45:00,147.39914232
406,1574445000,2019-11-22 09:50:00,148.08168217
407,1574445300,2019-11-22 09:55:00,148.37371341
408,1574445600,2019-11-22 10:00:00,148.12739656
409,1574445900,2019-11-22 10:05:00,148.18999967
410,1574446200,2019-11-22 10:10:00,148.15299605
411,1574446500,2019-11-22 10:15:00,148.01
412,1574446800,2019-11-22 10:20:00,148.01827529
413,1574447100,2019-11-22 10:25:00,148.19614498
414,1574447400,2019-11-22 10:30:00,148.45893858
415,1574447700,2019-11-22 10:35:00,148.17506917
416,1574448000,2019-11-22 10:40:00,148.4442246
417,1574448300,2019-11-22 10:45:00,148.69926589
418,1574448600,2019-11-22 10:50:00,149.00548021
419,1574448900,2019-11-22 10:55:00,150.13515318
420,1574449200,2019-11-22 11:00:00,150.38742835
421,1574449500,2019-11-22 11:05:00,150.41375102
422,1574449800,2019-11-22 11:10:00,150.83707053
423,1574450100,2019-11-22 11:15:00,152.6
424,1574450400,2019-11-22 11:20:00,151.12070768
425,1574450700,2019-11-22 11:25:00,150.84426767
426,1574451000,2019-11-22 11:30:00,150.68104515
427,1574451300,2019-11-22 11:35:00,150.45999998
428,1574451600,2019-11-22 11:40:00,151.536698
429,1574451900,2019-11-22 11:45:00,151.67316878
430,1574452200,2019-11-22 11:50:00,152.47749668
431,1574452500,2019-11-22 11:55:00,152.48853734
432,1574452800,2019-11-22 12:00:00,151.88708598
433,1574453100,2019-11-22 12:05:00,151.97671328
434,1574453400,2019-11-22 12:10:00,153.0
435,1574453700,2019-11-22 12:15:00,153.68974982
436,1574454000,2019-11-22 12:20:00,153.91983876
437,1574454300,2019-11-22 12:25:00,154.14455852
438,1574454600,2019-11-22 12:30:00,153.3
439,1574454900,2019-11-22 12:35:00,152.75539467
440,1574455200,2019-11-22 12:40:00,153.25646649
441,1574455500,2019-11-22 12:45:00,153.04149775
442,1574455800,2019-11-22 12:50:00,153.26707329
443,1574456100,2019-11-22 12:55:00,152.48200548
444,1574456400,2019-11-22 13:00:00,152.85094287
445,1574456700,2019-11-22 13:05:00,151.99230791
446,1574457000,2019-11-22 13:10:00,152.73459425
447,1574457300,2019-11-22 13:15:00,152.8661993
448,1574457600,2019-11-22 13:20:00,153.23670326
449,1574457900,2019-11-22 13:25:00,152.68151412
450,1574458200,2019-11-22 13:30:00,152.86400011
451,1574458500,2019-11-22 13:35:00,153.124595
452,1574458800,2019-11-22 13:40:00,153.27157985
453,1574459100,2019-11-22 13:45:00,153.00801844
454,1574459400,2019-11-22 13:50:00,152.56350152
455,1574459700,2019-11-22 13:55:00,152.72
456,1574460000,2019-11-22 14:00:00,152.41
457,1574460300,2019-11-22 14:05:00,152.5761
458,1574460600,2019-11-22 14:10:00,152.93293496
459,1574460900,2019-11-22 14:15:00,152.47455347
460,1574461200,2019-11-22 14:20:00,152.86807012
461,1574461500,2019-11-22 14:25:00,152.83743874
462,1574461800,2019-11-22 14:30:00,152.83743874
463,1574462100,2019-11-22 14:35:00,152.06571976
464,1574462400,2019-11-22 14:40:00,150.0239958
465,1574462700,2019-11-22 14:45:00,150.05817409
466,1574463000,2019-11-22 14:50:00,150.32392054
467,1574463300,2019-11-22 14:55:00,149.19992665
468,1574463600,2019-11-22 15:00:00,149.00660636
469,1574463900,2019-11-22 15:05:00,148.50245461
470,1574464200,2019-11-22 15:10:00,148.48675061
471,1574464500,2019-11-22 15:15:00,148.73220916
472,1574464800,2019-11-22 15:20:00,149.0
473,1574465100,2019-11-22 15:25:00,149.19827031
474,1574465400,2019-11-22 15:30:00,149.59071467
475,1574465700,2019-11-22 15:35:00,149.72813992
476,1574466000,2019-11-22 15:40:00,149.32999981
477,1574466300,2019-11-22 15:45:00,149.87561879
478,1574466600,2019-11-22 15:50:00,150.05635452
479,1574466900,2019-11-22 15:55:00,149.58245085
480,1574467200,2019-11-22 16:00:00,149.41642952
481,1574467500,2019-11-22 16:05:00,148.81760324
482,1574467800,2019-11-22 16:10:00,148.25737706
483,1574468100,2019-11-22 16:15:00,147.84720238
484,1574468400,2019-11-22 16:20:00,147.35000127
485,1574468700,2019-11-22 16:25:00,147.21535936
486,1574469000,2019-11-22 16:30:00,146.55190038
487,1574469300,2019-11-22 16:35:00,146.71456113
488,1574469600,2019-11-22 16:40:00,146.26156662
489,1574469900,2019-11-22 16:45:00,146.82046921
490,1574470200,2019-11-22 16:50:00,147.40942895
491,1574470500,2019-11-22 16:55:00,148.29939414
492,1574470800,2019-11-22 17:00:00,147.15509578
493,1574471100,2019-11-22 17:05:00,147.9355219
494,1574471400,2019-11-22 17:10:00,147.93552199
495,1574471700,2019-11-22 17:15:00,148.37417836
496,1574472000,2019-11-22 17:20:00,149.13899026
497,1574472300,2019-11-22 17:25:00,149.1030152
498,1574472600,2019-11-22 17:30:00,149.43827808
499,1574472900,2019-11-22 17:35:00,149.1150735
500,1574473200,2019-11-22 17:40:00,149.31
501,1574473500,2019-11-22 17:45:00,148.72494881
502,1574473800,2019-11-22 17:50:00,148.30729526
503,1574474100,2019-11-22 17:55:00,148.74215978
504,1574474400,2019-11-22 18:00:00,149.35
505,1574474700,2019-11-22 18:05:00,149.72999994
506,1574475000,2019-11-22 18:10:00,149.84011432
507,1574475300,2019-11-22 18:15:00,149.99896536
508,1574475600,2019-11-22 18:20:00,150.0727752
509,1574475900,2019-11-22 18:25:00,150.07129296
510,1574476200,2019-11-22 18:30:00,149.55838431
511,1574476500,2019-11-22 18:35:00,149.58619993
512,1574476800,2019-11-22 18:40:00,149.35823799
513,1574477100,2019-11-22 18:45:00,149.53678358
514,1574477400,2019-11-22 18:50:00,149.82962774
515,1574477700,2019-11-22 18:55:00,149.978174
516,1574478000,2019-11-22 19:00:00,150.16817514
517,1574478300,2019-11-22 19:05:00,150.27376221
518,1574478600,2019-11-22 19:10:00,150.39228458
519,1574478900,2019-11-22 19:15:00,150.23941202
520,1574479200,2019-11-22 19:20:00,150.16999999
521,1574479500,2019-11-22 19:25:00,151.69697878
522,1574479800,2019-11-22 19:30:00,151.05216258
523,1574480100,2019-11-22 19:35:00,151.22227521
524,1574480400,2019-11-22 19:40:00,151.08952853
525,1574480700,2019-11-22 19:45:00,150.93751234
526,1574481000,2019-11-22 19:50:00,150.93751234
527,1574481300,2019-11-22 19:55:00,151.92355734
528,1574481600,2019-11-22 20:00:00,151.7524916
529,1574481900,2019-11-22 20:05:00,151.39035624
530,1574482200,2019-11-22 20:10:00,151.75293114
531,1574482500,2019-11-22 20:15:00,151.07834874
532,1574482800,2019-11-22 20:20:00,150.40424195
533,1574483100,2019-11-22 20:25:00,150.39392053
534,1574483400,2019-11-22 20:30:00,150.75521783
535,1574483700,2019-11-22 20:35:00,150.93758475
536,1574484000,2019-11-22 20:40:00,150.50539709
537,1574484300,2019-11-22 20:45:00,149.89178171
538,1574484600,2019-11-22 20:50:00,149.89176333
539,1574484900,2019-11-22 20:55:00,149.62276918
540,1574485200,2019-11-22 21:00:00,149.62276918
541,1574485500,2019-11-22 21:05:00,149.62276918
542,1574485800,2019-11-22 21:10:00,150.25350316
543,1574486100,2019-11-22 21:15:00,149.72889654
